CNH2,DNBR,DTHY,DWB,EBK,FRCL,FRZR,HLW,HTR,HUP,LSGA,LSGB,LVCR,LVPZ,LWRB,MBK,MCRT,MDBR,MGAS,MH2,NSGA,NSGB,P,PPM,PRB,PRBA,PSGA,PSGB,PWNT,PWR,QFCL,QMGA,QMGB,QMWT,QRHR,RBLK,RC131,RC87,RH,RHBR,RHFL,RHMT,RHRD,RM1,RM2,RM3,RM4,RRCA,RRCB,RRCO,SCMA,SCMB,SGLK,STRB,STSG,STTB,TAVG,TBLD,TCA,TCB,TCRT,TDBR,TF,TFPK,TFSB,THA,THB,TKLV,TPCT,TRB,TSAT,TSLP,VOID,VOL,WBK,WCFT,WCHG,WCSP,WECS,WFLB,WFWA,WFWB,WHPI,WLD,WLPI,WLR,WRCA,WRCB,WRLA,WRLB,WSPY,WSTA,WSTB,WTRA,WTRB,WUP
0.0,1.4262887137790845,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.1654654087711482,-0.9229582069908971,1.5235700152208702,1.0364043778401253,1.0346161380578969,0.0,-1.9905869924583375,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.1437744349541785,1.1424305254077207,-1.4877381493881063,0.0,0.0,0.0,1.2138543722917066,1.21385560561992,-1.1721972957410427,-1.1726389998685094,0.0,-1.1716864803941682,-1.1713385160165484,-1.1726388889617436,0.0,-1.7148060635431503,0.0,0.0,-1.2982823506571874,-0.0,1.1730362508517547,-1.173777510721494,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.1587850139182958,-1.1911822860074694,1.2945716726788108,1.2969597499932788,0.0,-3.469446951953614e-18,0.0,0.0,1.1514397199897686,-1.172682426622958,1.2018431286613163,1.2026928894896007,0.0,0.0,-1.173036045288592,-1.173036045288592,-1.1729661480254427,-1.3010259462047942,-1.30339722193923,0.0,-1.1734481501182707,0.0,-1.5194936941271178,0.0,-1.284831721998676,-1.9905420234727424,0.0,0.0,-1.151501785595446,0.0,-1.151501785595446,0.0,-1.1785031003349216,-1.1782802917165272,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.1587671937439747,0.0,0.0,-0.3692735085886105,-1.1729231098250696,-1.1725616222981317,0.0,0.0,0.0
0.0,1.4070653685854855,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.1547641409036586,-0.9229582069908971,-0.6429304870526,1.0291321777544282,1.0272131328045926,0.0,-1.9261122024116364,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.1343004816850946,1.1327698255555163,0.7689624561027093,0.0,0.0,0.0,1.2021843496021738,1.2021855776923702,-1.1617085839833576,-1.1619150578243025,0.0,-1.1608989484330694,-1.1605454712346677,-1.1619149696231545,0.0,-1.6801636298157403,0.0,0.0,-1.387582836787073,-0.0,1.1622939065531883,-1.1635078662751568,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.1587850139182958,-1.1911822860074694,1.2937878596641978,1.2961513516711547,0.0,-3.469446951953614e-18,0.0,0.0,1.1416887687742159,-1.1619256000588118,1.1902419732637206,1.1911002589219626,0.0,0.0,-1.162293667797185,-1.162293667797185,-1.1622611265016671,-1.286384914784115,-1.2887425716051928,0.0,-1.1626870589572418,0.0,0.6485956452858638,0.0,-0.49239509182210034,-1.926052880596884,0.0,0.0,-1.1523886925914073,0.0,-1.1523886925914073,0.0,-1.1676789987394876,-1.167418754338895,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.1587671937439747,0.0,0.0,-0.3692735085886105,-1.162159016833348,-1.1618087208707426,0.0,0.0,0.0
0.0,1.3876798030196473,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.1440359989330364,-0.9229582069908971,1.2155128342449222,1.0217579832776273,1.019779494426083,0.0,-1.9156156874300385,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.1243053076859963,1.1226607711286558,-1.1596500975975952,0.0,0.0,0.0,1.1903645323138201,1.1903648246971121,-1.15072315438389,-1.1510927127065373,0.0,-1.1502308234479848,-1.1498656720019267,-1.151092744019059,0.0,-1.6455211960883303,0.0,0.0,-1.2998548337307452,-0.0,1.1514677054619826,-1.1523161308425554,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.1587850139182958,-1.1911822860074694,1.2670149207380954,1.269415627452501,0.0,-3.469446951953614e-18,0.0,0.0,1.1310800949980357,-1.1511283708630689,1.178418014219416,1.1792696339519424,0.0,0.0,-1.1514681935345918,-1.1514681935345918,-1.151409576872534,-1.2715799038115247,-1.273971058030852,0.0,-1.1518568368805395,0.0,-1.2155217090405004,0.0,0.004502911334387183,-1.9156617728577507,0.0,0.0,-1.1393162668202417,0.0,-1.1393162668202417,0.0,-1.1567027084561592,-1.1564173177404493,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.1587671937439747,0.0,0.0,-0.3692735085886105,-1.1513695181665442,-1.1510074917964888,0.0,0.0,0.0
0.0,1.3682415504953036,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.1329477439804343,-0.9229582069908971,-1.0166391984004712,1.0141084039448465,1.0120701579209368,0.0,-1.849240666222876,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.1143637887620466,1.1126628473228641,1.1574109209822758,0.0,0.0,0.0,1.1782795506735155,1.1782807680341914,-1.1399380940333486,-1.1401331015292013,0.0,-1.1391049028593574,-1.138732477267703,-1.1401331099374072,0.0,-1.61087876236092,0.0,0.0,-1.3333321707461845,-0.0,1.1404937692063126,-1.1415514250608003,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.1587850139182958,-1.1911822860074694,1.2660490987088533,1.2683992715909902,0.0,-3.469446951953614e-18,0.0,0.0,1.120877710855837,-1.1401413490584063,1.1663635686440337,1.1672240462958996,0.0,0.0,-1.1404934842543581,-1.1404934842543581,-1.1404623181341214,-1.2563298054837455,-1.2587087188472375,0.0,-1.140868477834234,0.0,1.0184892656924704,0.0,-0.7722616600626971,-1.8492443831849397,0.0,0.0,-1.137251183280468,0.0,-1.137251183280468,0.0,-1.1455147143555922,-1.1452019926676291,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.1587671937439747,0.0,0.0,-0.3692735085886105,-1.1403876027474797,-1.1400179515465207,0.0,0.0,0.0
0.0,1.3496425919766237,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.1218057408215667,-0.9229582069908971,0.7761525925251275,1.0064792234902862,1.0042689220402132,0.0,-1.8365405218283057,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.1033146757868164,1.1023851809192171,-0.6952643388317975,0.0,0.0,0.0,1.1660354704220406,1.1660385430903404,-1.1283926200146595,-1.1287469939925443,0.0,-1.1280760779086656,-1.1274091622685,-1.1287469313031806,0.0,-1.57623632863351,0.0,0.0,-1.2602944700883754,-0.0,1.1291023891051493,-1.1298667215753855,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.0724462934779786,-1.1341240096871479,1.23945816879738,1.243406290131988,0.0,-3.469446951953614e-18,0.0,0.0,1.1097950325066788,-1.1287822240047185,1.154078636537573,1.155447161997385,0.0,0.0,-1.1291024431919567,-1.1291024431919567,-1.1290458306652575,-1.2412671123581511,-1.2451993282681728,0.0,-1.1294713822490088,0.0,-0.772381827167239,0.0,-1.3797523995437275,-1.8364965293606421,0.0,0.0,-1.1254256666446112,0.0,-1.1254256666446112,0.0,-1.1341086398167857,-1.1337136727627046,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.0724678035350943,0.0,0.0,-0.3692735085886105,-1.129245340034865,-1.1285509674749417,0.0,0.0,0.0
0.0,1.3295989015957708,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.1102122527300675,-0.9229582069908971,0.5640476482466059,0.9986154559362064,0.996089877615528,0.0,-1.7736678874659155,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0931623690676402,1.0918660928215103,-0.5784377328529805,0.0,0.0,0.0,1.1535029657877423,1.1535041720276018,-1.1171808473747376,-1.1173506724659736,0.0,-1.116559295730732,-1.1158717553187338,-1.1173505640644057,0.0,-1.5415938949060999,0.0,0.0,-1.1697111688196709,-0.0,1.1176920820790008,-1.1180794472424593,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.0724462934779786,-1.1341240096871479,1.2248974476270436,1.2295815072318954,0.0,-3.469446951953614e-18,0.0,0.0,1.0986220675721912,-1.1173552624337821,1.1415632179000343,1.1431328709838142,0.0,0.0,-1.1176918998261138,-1.1176918998261138,-1.11766406951038,-1.2254313727735449,-1.230100597620983,0.0,-1.1180466342975142,0.0,-0.5672922950606056,0.0,1.2437436029087439,-1.7737213836376304,0.0,0.0,-1.1211751837713055,0.0,-1.1211751837713055,0.0,-1.122495537649475,-1.1220416554006634,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.0724678035350943,0.0,0.0,-0.3692735085886105,-1.1178211159774873,-1.1171218956090925,0.0,0.0,0.0
0.0,1.3089862844963227,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.098672512844834,-0.9229582069908971,0.17013846601506594,0.9905680984781018,0.987767878606641,0.0,-1.7527440535953978,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0824466840594045,1.080737702353124,-0.06829488674547947,0.0,0.0,0.0,1.1407034359990234,1.1407046364938935,-1.1053323457882283,-1.1055602404017597,0.0,-1.1049251724414209,-1.1042301955281528,-1.1055601456605342,0.0,-1.5069514611786898,0.0,0.0,-1.2508181905131246,-0.0,1.105892721594835,-1.1067192025603816,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.0724462934779786,-1.1341240096871479,1.2115109781639923,1.2163015145054081,0.0,-3.469446951953614e-18,0.0,0.0,1.0878328206253527,-1.105575401333777,1.128771215425202,1.1304040090757717,0.0,0.0,-1.105893006243911,-1.105893006243911,-1.1058562757717176,-1.2095487818883923,-1.2143240601800336,0.0,-1.106237345627584,0.0,-0.17176248314066977,0.0,-0.4008677507557374,-1.752724918515258,0.0,0.0,-1.1098923710356874,0.0,-1.1098923710356874,0.0,-1.110618868480783,-1.1101089747487778,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.0724678035350943,0.0,0.0,-0.3692735085886105,-1.1060462103066822,-1.1053395319799568,0.0,0.0,0.0
0.0,1.2883135857775254,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.0868264081838863,-0.9229582069908971,1.7811260189876463,0.9822555556031655,0.9793131360553,0.0,-1.7344124118121205,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0715815313418264,1.0697281066865698,-1.775910444135855,0.0,0.0,0.0,1.1277085219509726,1.1277097166131544,-1.0936203921343204,-1.0936940753391615,0.0,-1.0930237262680917,-1.092316681097667,-1.0936940011417768,0.0,-1.4723090274512798,0.0,0.0,-1.2157683704241276,-0.0,1.0940142360492753,-1.0947288798150452,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.0724462934779786,-1.1341240096871479,1.1845560302232605,1.1893812645827915,0.0,-3.469446951953614e-18,0.0,0.0,1.0764341392275423,-1.0936845576963616,1.115756409303661,1.1173987665714147,0.0,0.0,-1.0940144075954683,-1.0940144075954683,-1.0940027449365854,-1.1929634214950473,-1.1977528527050216,0.0,-1.0943468281317392,0.0,-1.783180235407075,0.0,-0.95197707941842,-1.7344065739442085,0.0,0.0,-1.05107955341785,0.0,-1.05107955341785,0.0,-1.098551325790123,-1.097996848895727,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.0724678035350943,0.0,0.0,-0.3692735085886105,-1.0941630181519209,-1.0934446815865673,0.0,0.0,0.0
0.0,1.2674509367083284,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.0746363150028386,-0.9229582069908971,-0.5722288389597595,0.9736676278721921,0.9706133285024322,0.0,-1.6645616176419844,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.060333128087473,1.0583391340722297,0.7066549329140068,0.0,0.0,0.0,1.1143870370694666,1.1143882257523847,-1.0814928578159726,-1.08159921655118,0.0,-1.0808698314361302,-1.080153943798089,-1.08159930143991,0.0,-1.4376665937238697,0.0,0.0,-1.2293827633511285,-0.0,1.0819094160257743,-1.0827448369175154,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.0724462934779786,-1.1341240096871479,1.182938498496475,1.1877410361031195,0.0,-3.469446951953614e-18,0.0,0.0,1.065058029476064,-1.0815941948905679,1.1024573364604568,1.10410178899317,0.0,0.0,-1.0819094126418551,-1.0819094126418551,-1.0818925781712603,-1.17628435850061,-1.1810647819897064,0.0,-1.082231635159957,0.0,0.575349383819209,0.0,1.258618185477773,-1.6645611899657042,0.0,0.0,-1.0927277228965857,0.0,-1.0927277228965857,0.0,-1.0862316940158836,-1.085637241746283,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.0724678035350943,0.0,0.0,-0.3692735085886105,-1.082079079515364,-1.0813515211939742,0.0,0.0,0.0
0.0,1.2459292384915106,-5.421010862427522e-20,0.0,0.0,0.0,0.0,1.0623441002298861,-0.9229582069908971,1.0589591848964897,0.9650287029457237,0.9619033099078548,0.0,-1.6469379051145654,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.048632489199725,1.0465899449620122,-0.9834366335795462,0.0,0.0,0.0,1.1008962191632063,1.100896471389202,-1.0688512897948237,-1.069099285870526,0.0,-1.068643218168949,-1.06791846483191,-1.069099260497636,0.0,-1.4030241599964595,0.0,0.0,-1.1782770634575404,-0.0,1.0694018730984334,-1.0700522178591447,0.0,0.0,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.2391980941411376,-1.0724462934779786,-1.1341240096871479,1.1555138498728292,1.160352149472025,0.0,-3.469446951953614e-18,0.0,0.0,1.0529821986882846,-1.0691215034783697,1.0889200942018056,1.0905744942513298,0.0,0.0,-1.0694016527258599,-1.0694016527258599,-1.069362307705026,-1.1593710390034417,-1.164189730089906,0.0,-1.0697154828772668,0.0,-1.0617045599605253,0.0,-0.37705378930974154,-1.6468855943269722,0.0,0.0,-1.0789036947594763,0.0,-1.0789036947594763,0.0,-1.0736608233741989,-1.0730271767212787,0.0,0.0,0.0,0.0,-1.2392144894236337,-1.0724678035350943,0.0,0.0,-0.3692735085886105,-1.0696115568337161,-1.0688759058029178,0.0,0.0,0.0
